defined_class	defined_class_name	entity	entity_name	attribute	attribute_name	exact_synonyms	xrefs
OBA:VT0008182	marginal zone B cell quantity	CL:0000845	marginal zone B cell	PATO:0001555	has number of
OBA:VT0008184	naive B cell morphology trait	CL:0000788	naive B cell	PATO:0000051	morphology
OBA:VT0008185	naive B cell quantity	CL:0000788	naive B cell	PATO:0001555	has number of
OBA:VT0008188	transitional stage B cell morphology trait	CL:0000818	transitional stage B cell	PATO:0000051	morphology
OBA:VT0008190	transitional stage B cell quantity	CL:0000818	transitional stage B cell	PATO:0001555	has number of
OBA:VT0008191	follicular B cell physiology trait	CL:0000843	follicular B cell	PATO:0001509	functionality
OBA:VT0008192	germinal center B cell physiology trait	CL:0000844	germinal center B cell	PATO:0001509	functionality
OBA:VT0008193	marginal zone B cell physiology trait	CL:0000845	marginal zone B cell	PATO:0001509	functionality
OBA:VT0008194	memory B cell physiology trait	CL:0000787	memory B cell	PATO:0001509	functionality
OBA:VT0008196	follicular dendritic cell morphology trait	CL:0000442	follicular dendritic cell	PATO:0000051	morphology
OBA:VT0008197	follicular dendritic cell physiology trait	CL:0000442	follicular dendritic cell	PATO:0001509	functionality
OBA:VT0008200	follicular dendritic cell quantity	CL:0000442	follicular dendritic cell	PATO:0001555	has number of
OBA:VT0008207	B-2 B cell quantity	CL:0000822	B-2 B cell	PATO:0001555	has number of
OBA:VT0008208	pro-B cell quantity	CL:0000826	pro-B cell	PATO:0001555	has number of
OBA:VT0008211	mature B cell quantity	CL:0000785	mature B cell	PATO:0001997	decreased amount
OBA:VT0008215	immature B cell quantity	CL:0000816	immature B cell	PATO:0001555	has number of
OBA:VT0008240	spleen marginal zone macrophage morphology trait	CL:0000872	splenic marginal zone macrophage	PATO:0000051	morphology
OBA:VT0008242	perivascular macrophage morphology trait	CL:0000881	perivascular macrophage	PATO:0000051	morphology
OBA:VT0008244	peritoneal macrophage morphology trait	CL:0000581	peritoneal macrophage	PATO:0000051	morphology
OBA:VT0008245	alveolar macrophage morphology trait	CL:0000583	alveolar macrophage	PATO:0000051	morphology
OBA:VT0008246	leukocyte morphology trait	CL:0000738	leukocyte	PATO:0000051	morphology
OBA:VT0008248	mononuclear phagocyte morphology trait	CL:0000113	mononuclear phagocyte	PATO:0000051	morphology
OBA:VT0008249	common lymphoid progenitor morphology trait	CL:0000051	common lymphoid progenitor	PATO:0000051	morphology
OBA:VT0008251	phagocyte morphology trait	CL:0000234	phagocyte	PATO:0000051	morphology
OBA:VT0008252	multinucleated phagocyte morphology trait	CL:0000783	multinucleated phagocyte	PATO:0000051	morphology
OBA:VT0008343	gamma-delta T cell morphology trait	CL:0000798	gamma-delta T cell	PATO:0000051	morphology
OBA:VT0008344	mature gamma-delta T cell morphology trait	CL:0000800	mature gamma-delta T cell	PATO:0000051	morphology
OBA:VT0008345	gamma-delta T cell quantity	CL:0000798	gamma-delta T cell	PATO:0001555	has number of
OBA:VT0008349	gamma-delta intraepithelial T cell morphology trait	CL:0000801	gamma-delta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008351	gamma-delta intraepithelial T cell quantity	CL:0000801	gamma-delta intraepithelial T cell	PATO:0001555	has number of
OBA:VT0008354	mature gamma-delta T cell quantity	CL:0000800	mature gamma-delta T cell	PATO:0001555	has number of
OBA:VT0008357	CD4-positive, gamma-delta intraepithelial T cell morphology trait	CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008361	CD8-positive, gamma-delta intraepithelial T cell morphology trait	CL:0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008397	CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology trait	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	PATO:0000051	morphology
OBA:VT0008398	CD8-positive, alpha-beta regulatory T cell morphology trait	CL:0000795	CD8-positive, alpha-beta regulatory T cell	PATO:0000051	morphology
OBA:VT0008399	alpha-beta intraepithelial T cell morphology trait	CL:0000797	alpha-beta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008400	CD4-positive, alpha-beta intraepithelial T cell morphology trait	CL:0000793	CD4-positive, alpha-beta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008401	CD8-positive, alpha-beta intraepithelial T cell morphology trait	CL:0000796	CD8-alpha-beta-positive, alpha-beta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0008463	peripheral lymph node morphology trait	UBERON:0003968	peripheral lymph node	PATO:0000051	morphology
OBA:VT0008466	mesenteric lymph node size trait	UBERON:0002509	mesenteric lymph node	PATO:0000117	size
OBA:VT0008471	spleen primary B follicle morphology trait	UBERON:0004041	spleen primary B follicle	PATO:0000051	morphology
OBA:VT0008472	spleen secondary B follicle morphology trait	UBERON:0004042	spleen secondary B follicle	PATO:0000051	morphology
OBA:VT0008473	spleen follicular dendritic cell network morphology trait	UBERON:0010756	spleen follicular dendritic cell network	PATO:0000051	morphology
OBA:VT0008482	spleen germinal center quantity	UBERON:0005196	spleen germinal center	PATO:0000070	amount
OBA:VT0008484	spleen germinal center size trait	UBERON:0005196	spleen germinal center	PATO:0000117	size
OBA:VT0008522	lymph node germinal center morphology trait	UBERON:0009039	lymph node germinal center	PATO:0000051	morphology
OBA:VT0008542	cervical lymph node size trait	UBERON:0002429	cervical lymph node	PATO:0000117	size
OBA:VT0008737	spleen physiology trait	UBERON:0002106	spleen	PATO:0001509	functionality
OBA:VT0008746	peripheral B cell anergy trait	GO:0002515	B cell anergy	PATO:0002107	peripheral
OBA:VT0008749	peripheral T cell anergy trait	GO:0002870	T cell anergy	PATO:0002107	peripheral
OBA:VT0008752	tumor necrosis factor amount	GO:0005164	tumor necrosis factor receptor binding	PATO:0000070	amount
OBA:VT0008769	plasmacytoid dendritic cell physiology trait	CL:0000784	plasmacytoid dendritic cell	PATO:0001509	functionality
OBA:VT0008894	intraepithelial T cell morphology trait	CL:0002496	intraepithelial lymphocyte	PATO:0000051	morphology
OBA:VT0008895	intraepithelial T cell quantity	CL:0000793	CD4-positive, alpha-beta intraepithelial T cell	PATO:0000070	amount
OBA:VT0009539	Hassall's corpuscle morphology trait	UBERON:0003987	Hassall's corpuscle	PATO:0000051	morphology
OBA:VT0009543	thymus corticomedullary boundary morphology trait	UBERON:0003988	thymus corticomedullary boundary	PATO:0000051	morphology
OBA:VT0009544	thymus epithelium morphology trait	UBERON:0003846	thymus epithelium	PATO:0000051	morphology
OBA:VT0009623	inguinal lymph node size trait	UBERON:0001542	inguinal lymph node	PATO:0000117	size
OBA:VT0009625	abdominal lymph node morphology trait	UBERON:0002507	abdominal lymph node	PATO:0000051	morphology
OBA:VT0009626	celiac lymph node morphology trait	UBERON:0002508	celiac lymph node	PATO:0000051	morphology
OBA:VT0009627	submandibular lymph node morphology trait	UBERON:0002520	submandibular lymph node	PATO:0000051	morphology
OBA:VT0009629	brachial lymph node size trait	UBERON:0002525	brachial lymph node	PATO:0000117	size
OBA:VT0009631	axillary lymph node size trait	UBERON:0001097	axillary lymph node	PATO:0000117	size
OBA:VT0009635	popliteal lymph node size trait	UBERON:0001543	popliteal lymph node	PATO:0000117	size
OBA:VT0009919	transitional stage T1 B cell morphology trait	CL:0000958	T1 B cell	PATO:0000051	morphology
OBA:VT0009920	transitional stage T2 B cell morphology trait	CL:0000959	T2 B cell	PATO:0000051	morphology
OBA:VT0009921	transitional stage T3 B cell morphology trait	CL:0000960	T3 B cell	PATO:0000051	morphology
OBA:VT0009923	transitional stage T1 B cell quantity	CL:0000958	T1 B cell	PATO:0001555	has number of
OBA:VT0009926	transitional stage T2 B cell quantity	CL:0000959	T2 B cell	PATO:0001555	has number of
OBA:VT0010002	mammary gland size trait	UBERON:0001911	mammary gland	PATO:0000117	size
OBA:VT0010003	bone morphology trait	UBERON:0001474	bone element	PATO:0000051	morphology
OBA:VT0010007	skin adnexa morphology trait	UBERON:0000021	cutaneous appendage	PATO:0000051	morphology
OBA:VT0010009	femur mass	UBERON:0000981	femur	PATO:0000125	mass
OBA:VT0010010	femur strength trait	UBERON:0000981	femur	PATO:0001230	strength
OBA:VT0010012	humerus strength trait	UBERON:0000976	humerus	PATO:0001230	strength
OBA:VT0010013	humerus mass	UBERON:0000976	humerus	PATO:0000125	mass
OBA:VT0010014	femur circumference	UBERON:0000981	femur	PATO:0001648	circumference
OBA:VT0010015	tibia mass	UBERON:0000979	tibia	PATO:0000125	mass
OBA:VT0010018	mammary gland symmetry	UBERON:0001911	mammary gland	PATO:0000965	symmetry
OBA:VT0010019	epididymis mass	UBERON:0001301	epididymis	PATO:0000125	mass
OBA:VT0010022	metacarpus length	UBERON:0004453	metacarpus region	PATO:0000122	length
OBA:VT0010023	forelimb length	UBERON:0002102	forelimb	PATO:0000122	length
OBA:VT0010024	hindlimb length	UBERON:0002103	hindlimb	PATO:0000122	length
OBA:VT0010030	udder height	UBERON:0013216	udder	PATO:0000119	height
OBA:VT0010042	sperm morphology trait	CL:0000019	sperm	PATO:0000051	morphology
OBA:VT0010043	ovarian follicle physiology trait	UBERON:0001305	ovarian follicle	PATO:0001509	functionality
OBA:VT0010046	fatty acid amount	CHEBI:35366	fatty acid	PATO:0000070	amount
OBA:VT0010047	tendon physiology trait	UBERON:0000043	tendon	PATO:0001509	functionality
OBA:VT0010061	brown adipocyte morphology trait	CL:0000449	brown fat cell	PATO:0000051	morphology
OBA:VT0010064	connective tissue physiology trait	UBERON:0002384	connective tissue	PATO:0001509	functionality
OBA:VT0010066	Henle's loop morphology trait	UBERON:0001288	loop of Henle	PATO:0000051	morphology
OBA:VT0010067	convoluted tubule morphology trait	UBERON:0006534	renal convoluted tubule	PATO:0000051	morphology
OBA:VT0010068	kidney collecting duct morphology trait	UBERON:0001232	collecting duct of renal tubule	PATO:0000051	morphology
OBA:VT0010069	proximal convoluted tubule morphology trait	UBERON:0001287	proximal convoluted tubule	PATO:0000051	morphology
OBA:VT0010070	distal convoluted tubule morphology trait	UBERON:0001292	distal convoluted tubule	PATO:0000051	morphology
OBA:VT0010071	lymphatic system morphology trait	UBERON:0006558	lymphatic part of lymphoid system	PATO:0000051	morphology
OBA:VT0010073	esophagus length	UBERON:0001043	esophagus	PATO:0000122	length
OBA:VT0010075	occipitomastoid suture morphology trait	UBERON:0010159	occipitomastoid suture	PATO:0000051	morphology
OBA:VT0010076	parietomastoid suture morphology trait	UBERON:0010155	parietomastoid suture	PATO:0000051	morphology
OBA:VT0010077	sphenofrontal suture morphology trait	UBERON:0010156	sphenofrontal suture	PATO:0000051	morphology
OBA:VT0010078	sphenoparietal suture morphology trait	UBERON:0010157	sphenoparietal suture	PATO:0000051	morphology
OBA:VT0010079	sphenozygomatic suture morphology trait	UBERON:0010158	sphenozygomatic suture	PATO:0000051	morphology
OBA:VT0010080	skeletal muscle physiology trait	UBERON:0001134	skeletal muscle tissue	PATO:0001509	functionality
OBA:VT0010081	maxillary sinus morphology trait	UBERON:0001764	maxillary sinus	PATO:0000051	morphology
OBA:VT0010083	frontal process of maxilla morphology trait	UBERON:0013767	frontal process of maxilla	PATO:0000051	morphology
OBA:VT0010084	long lived plasma cell morphology trait	CL:0000974	long lived plasma cell	PATO:0000051	morphology
OBA:VT0010085	short lived plasma cell morphology trait	CL:0000975	short lived plasma cell	PATO:0000051	morphology
OBA:VT0010086	vertebral column morphology trait	UBERON:0001130	vertebral column	PATO:0000051	morphology
OBA:VT0010087	ischium morphology trait	UBERON:0001274	ischium	PATO:0000051	morphology
OBA:VT0010088	pubis morphology trait	UBERON:0001275	pubis	PATO:0000051	morphology
OBA:VT0010089	shoulder girdle morphology trait	UBERON:0001421	pectoral girdle region	PATO:0000051	morphology
OBA:VT0010090	pelvic girdle morphology trait	UBERON:0001271	pelvic girdle region	PATO:0000051	morphology
OBA:VT0010091	appendicular skeleton morphology trait	UBERON:0002091	appendicular skeleton	PATO:0000051	morphology
OBA:VT0010092	thoracic cage morphology trait	UBERON:0003252	thoracic rib cage	PATO:0000051	morphology
OBA:VT0010093	costal cartilage morphology trait	UBERON:0002236	costal cartilage	PATO:0000051	morphology
OBA:VT0010094	osteoblast morphology trait	CL:0000062	osteoblast	PATO:0000051	morphology
OBA:VT0010095	osteoclast morphology trait	CL:0000092	osteoclast	PATO:0000051	morphology
OBA:VT0010096	osteoblast quantity	CL:0000062	osteoblast	PATO:0001555	has number of
OBA:VT0010097	osteocyte morphology trait	CL:0000137	osteocyte	PATO:0000051	morphology
OBA:VT0010098	osteoclast quantity	CL:0000092	osteoclast	PATO:0001555	has number of
OBA:VT0010099	enteric cholinergic nerve fiber organization trait	CL:0000025	egg cell	PATO:0001509	functionality
OBA:VT0010104	forelimb long bone morphology trait	UBERON:0003607	forelimb long bone	PATO:0000051	morphology
OBA:VT0010105	hindlimb long bone morphology trait	UBERON:0003608	hindlimb long bone	PATO:0000051	morphology
OBA:VT0010106	limb muscle morphology trait	UBERON:0003661	limb muscle	PATO:0000051	morphology
OBA:VT0010107	hindlimb muscle morphology trait	UBERON:0003663	hindlimb muscle	PATO:0000051	morphology
OBA:VT0010108	hippocampus pyramidal cell morphology trait	CL:1001571	hippocampal pyramidal neuron	PATO:0000051	morphology
OBA:VT0010110	heart muscle physiology trait	UBERON:0002349	myocardium	PATO:0001509	functionality
OBA:VT0010111	smooth muscle physiology trait	UBERON:0001135	smooth muscle tissue	PATO:0001509	functionality
OBA:VT0010112	intercalated disc morphology trait	GO:0014704	intercalated disc	PATO:0000051	morphology
OBA:VT0010113	masticatory muscle size trait	UBERON:0003681	masticatory muscle	PATO:0000117	size
OBA:VT0010114	intercostal muscle size trait	UBERON:0001111	intercostal muscle	PATO:0000117	size
OBA:VT0010115	diaphragm size trait	UBERON:0001103	diaphragm	PATO:0000117	size
OBA:VT0010116	pectoralis muscle size trait	UBERON:0001495	pectoral muscle	PATO:0000117	size
OBA:VT0010117	longissimus dorsi size trait	UBERON:0001401	longissimus thoracis muscle	PATO:0000117	size
OBA:VT0010120	protein amount	PR:000000001	protein	PATO:0000070	amount
OBA:VT0010122	somite morphology trait	UBERON:0002329	somite	PATO:0000051	morphology
OBA:VT0010125	celiac lymph node size trait	UBERON:0002508	celiac lymph node	PATO:0000117	size
OBA:VT0010127	bursa of Fabricius size trait	UBERON:0003903	bursa of Fabricius	PATO:0000117	size
OBA:VT0010129	esophagus mass	UBERON:0001043	esophagus	PATO:0000125	mass
OBA:VT0010130	DN1 thymic pro-T cell quantity	CL:0000894	DN1 thymic pro-T cell	PATO:0001555	has number of
OBA:VT0010131	cecum mass	UBERON:0001153	caecum	PATO:0000125	mass
OBA:VT0010132	DN2 thymocyte quantity	CL:0000806	DN2 thymocyte	PATO:0001555	has number of
OBA:VT0010133	gizzard capacity	UBERON:0005052	gizzard	PATO:0000918	volume
OBA:VT0010134	DN3 thymocyte quantity	CL:0000807	DN3 thymocyte	PATO:0001555	has number of
OBA:VT0010136	DN4 thymocyte quantity	CL:0000808	DN4 thymocyte	PATO:0001555	has number of
OBA:VT0010140	small intestine mass	UBERON:0002108	small intestine	PATO:0000125	mass
OBA:VT0010144	pancreas mass	UBERON:0001264	pancreas	PATO:0000125	mass
OBA:VT0010145	rectum mass	UBERON:0001052	rectum	PATO:0000125	mass
OBA:VT0010162	interleukin-10 physiology trait	PR:000001471	interleukin-10	PATO:0001509	functionality
OBA:VT0010183	platelet morphology trait	CL:0000762	nucleated thrombocyte	PATO:0000051	morphology
OBA:VT0010192	CD4-negative, CD8-negative, alpha-beta intraepithelial T cell morphology trait	CL:0000935	CD4-negative, CD8-negative, alpha-beta intraepithelial T cell	PATO:0000051	morphology
OBA:VT0010193	colon length	UBERON:0001155	colon	PATO:0000122	length
OBA:VT0010194	colon mass	UBERON:0001155	colon	PATO:0000125	mass
OBA:VT0010195	intestine length	UBERON:0000160	intestine	PATO:0000122	length
OBA:VT0010196	intestine mass	UBERON:0000160	intestine	PATO:0000125	mass
OBA:VT0010197	duodenum length	UBERON:0002114	duodenum	PATO:0000122	length
OBA:VT0010198	duodenum mass	UBERON:0002114	duodenum	PATO:0000125	mass
OBA:VT0010199	stomach capacity	UBERON:0000945	stomach	PATO:0000918	volume
OBA:VT0010200	stomach mass	UBERON:0000945	stomach	PATO:0000125	mass
OBA:VT0010201	stomach muscle thickness	UBERON:0004222	stomach smooth muscle	PATO:0000915	thickness
OBA:VT0010202	stomach epithelium thickness	UBERON:0001276	epithelium of stomach	PATO:0000915	thickness
OBA:VT0010203	proventriculus morphology trait	UBERON:0007357	proventriculus	PATO:0000051	morphology
OBA:VT0010204	proventriculus capacity	UBERON:0007357	proventriculus	PATO:0000918	volume
OBA:VT0010205	proventriculus mass	UBERON:0007357	proventriculus	PATO:0000125	mass
OBA:VT0010208	duodenum mucosa thickness	UBERON:0000320	duodenal mucosa	PATO:0000915	thickness
OBA:VT0010212	jejunum length	UBERON:0002115	jejunum	PATO:0000122	length
OBA:VT0010213	jejunum mass	UBERON:0002115	jejunum	PATO:0000125	mass
OBA:VT0010215	jejunum mucosa thickness	UBERON:0000399	jejunal mucosa	PATO:0000915	thickness
OBA:VT0010219	large intestine length	UBERON:0000059	large intestine	PATO:0000122	length
OBA:VT0010220	large intestine mass	UBERON:0000059	large intestine	PATO:0000125	mass
OBA:VT0010221	duodenum mucosa morphology trait	UBERON:0000320	duodenal mucosa	PATO:0000051	morphology
OBA:VT0010222	jejunum mucosa morphology trait	UBERON:0000399	jejunal mucosa	PATO:0000051	morphology
OBA:VT0010223	ileum mucosa morphology trait	UBERON:0000331	ileal mucosa	PATO:0000051	morphology
OBA:VT0010224	ileum length	UBERON:0002116	ileum	PATO:0000122	length
OBA:VT0010225	ileum mass	UBERON:0002116	ileum	PATO:0000125	mass
OBA:VT0010227	ileum mucosa thickness	UBERON:0000331	ileal mucosa	PATO:0000915	thickness
OBA:VT0010232	colon mucosa thickness	UBERON:0000317	colonic mucosa	PATO:0000915	thickness
OBA:VT0010234	cecum mucosa thickness	UBERON:0000314	cecum mucosa	PATO:0000915	thickness
OBA:VT0010235	forestomach morphology trait	UBERON:0007359	ruminant forestomach	PATO:0000051	morphology
OBA:VT0010236	forestomach capacity	UBERON:0007359	ruminant forestomach	PATO:0000918	volume
OBA:VT0010237	forestomach mass	UBERON:0007359	ruminant forestomach	PATO:0000125	mass
OBA:VT0010238	crop morphology trait	UBERON:0007356	crop	PATO:0000051	morphology
OBA:VT0010239	crop mass	UBERON:0007356	crop	PATO:0000125	mass
OBA:VT0010240	reticulo-rumen morphology trait	UBERON:0007364	reticulorumen	PATO:0000051	morphology
OBA:VT0010241	reticulo-rumen capacity	UBERON:0007364	reticulorumen	PATO:0000918	volume
OBA:VT0010242	reticulo-rumen mass	UBERON:0007364	reticulorumen	PATO:0000125	mass
OBA:VT0010244	rumen papillae morphology trait	UBERON:0010153	rumen papilla	PATO:0000051	morphology
OBA:VT0010245	omasum morphology trait	UBERON:0007362	omasum	PATO:0000051	morphology
OBA:VT0010246	omasum capacity	UBERON:0007362	omasum	PATO:0000918	volume
OBA:VT0010247	omasum mass	UBERON:0007362	omasum	PATO:0000125	mass
OBA:VT0010250	hematopoietic system morphology trait	UBERON:0002390	hematopoietic system	PATO:0000051	morphology
OBA:VT0010252	hemolymphoid system morphology trait	UBERON:0002193	hemolymphoid system	PATO:0000051	morphology
OBA:VT0010264	colostrum amount	UBERON:0001914	colostrum	PATO:0000918	volume
OBA:VT0010274	ear orientation trait	UBERON:0001690	ear	PATO:0000133	orientation
OBA:VT0010298	heart ventricle size trait	UBERON:0002082	cardiac ventricle	PATO:0000117	size
OBA:VT0010375	ovary diameter	UBERON:0000992	female gonad	PATO:0001334	diameter
OBA:VT0010384	oviduct length	UBERON:0003889	fallopian tube	PATO:0000122	length
OBA:VT0010394	uterine horn morphology trait	UBERON:0002247	uterine horn	PATO:0000051	morphology
OBA:VT0010395	endometrium thickness	UBERON:0001295	endometrium	PATO:0000915	thickness
OBA:VT0010401	ovarian follicle size trait	UBERON:0001305	ovarian follicle	PATO:0000117	size
OBA:VT0010402	corpus luteum size trait	UBERON:0002512	corpus luteum	PATO:0000117	size
OBA:VT0010403	cervical opening shape trait	UBERON:0013758	cervical os	PATO:0000052	shape
OBA:VT0010405	sperm size trait	CL:0000019	sperm	PATO:0000117	size
OBA:VT0010406	sperm flagellum size trait	GO:0036126	sperm flagellum	PATO:0000117	size
OBA:VT0010418	CD8-positive, CD25-positive, alpha-beta regulatory T cell morphology trait	CL:0000919	CD8-positive, CD25-positive, alpha-beta regulatory T cell	PATO:0000051	morphology
OBA:VT0010420	adrenal gland mass	UBERON:0002369	adrenal gland	PATO:0000125	mass
OBA:VT0010421	epididymal fat pad mass	UBERON:0010412	epididymal fat pad	PATO:0000125	mass
OBA:VT0010423	gonadal fat pad mass	UBERON:0003428	gonadal fat pad	PATO:0000125	mass
OBA:VT0010424	inguinal fat pad mass	UBERON:0010410	inguinal fat pad	PATO:0000125	mass
OBA:VT0010425	interscapular fat pad mass	UBERON:0014396	interscapular fat pad	PATO:0000125	mass
OBA:VT0010426	mammary fat pad mass	UBERON:0012282	mammary fat pad	PATO:0000125	mass
OBA:VT0010428	parametrial fat pad mass	UBERON:0010413	parametrial fat pad	PATO:0000125	mass
OBA:VT0010430	retroperitoneal fat pad mass	UBERON:0010411	retroperitoneal fat pad	PATO:0000125	mass
OBA:VT0010431	uterine fat pad mass	UBERON:0014394	uterine fat pad	PATO:0000125	mass
OBA:VT0010448	forelimb muscle mass	UBERON:0003662	forelimb muscle	PATO:0000125	mass
OBA:VT0010449	hindlimb muscle mass	UBERON:0003663	hindlimb muscle	PATO:0000125	mass
OBA:VT0010453	abdominal wall mass	UBERON:0003697	abdominal wall	PATO:0000125	mass
OBA:VT0010457	platelet size trait	CL:0000233	platelet	PATO:0000117	size
OBA:VT0010458	outer ear area	UBERON:0001691	external ear	PATO:0001323	area
OBA:VT0010466	prostate mass	UBERON:0002367	prostate gland	PATO:0000125	mass
OBA:VT0010467	lateral prostate mass	UBERON:0013637	prostate gland lateral lobe	PATO:0000125	mass
OBA:VT0010468	ventral prostate mass	UBERON:0007615	prostate gland ventral lobe	PATO:0000125	mass
OBA:VT0010492	left ventricle diameter	UBERON:0002084	heart left ventricle	PATO:0001334	diameter
OBA:VT0010493	left atrium diameter	UBERON:0002079	left cardiac atrium	PATO:0001334	diameter
OBA:VT0010494	lumbar vertebra morphology trait	UBERON:0002414	lumbar vertebra	PATO:0000051	morphology
OBA:VT0010495	inguinal lymph node mass	UBERON:0001542	inguinal lymph node	PATO:0000125	mass
OBA:VT0010496	pituitary gland mass	UBERON:0000007	pituitary gland	PATO:0000125	mass
OBA:VT0010499	calcium amount	CHEBI:22984	calcium atom	PATO:0000070	amount
OBA:VT0010508	neurocranium mass	UBERON:0001703	neurocranium	PATO:0000125	mass
OBA:VT0010510	lumbar vertebra mass	UBERON:0002414	lumbar vertebra	PATO:0000125	mass
OBA:VT0010517	neurocranium size trait	UBERON:0001703	neurocranium	PATO:0000117	size
OBA:VT0010518	lumbar vertebra size trait	UBERON:0002414	lumbar vertebra	PATO:0000117	size
OBA:VT0010524	seminal gland mass	UBERON:0000998	seminal vesicle	PATO:0000125	mass
OBA:VT0015000	epididymal fat pad morphology trait	UBERON:0010412	epididymal fat pad	PATO:0000051	morphology
OBA:VT0015001	femoral fat pad morphology trait	UBERON:0012283	femoral fat pad	PATO:0000051	morphology
OBA:VT0015002	interscapular fat pad morphology trait	UBERON:0014396	interscapular fat pad	PATO:0000051	morphology
OBA:VT0015003	mammary fat pad morphology trait	UBERON:0012282	mammary fat pad	PATO:0000051	morphology
OBA:VT0015005	parametrial fat pad morphology trait	UBERON:0010413	parametrial fat pad	PATO:0000051	morphology
OBA:VT0015006	renal fat pad morphology trait	UBERON:0014464	renal fat pad	PATO:0000051	morphology
OBA:VT0015007	uterine fat pad morphology trait	UBERON:0014394	uterine fat pad	PATO:0000051	morphology
OBA:VT0015009	white adipocyte morphology trait	CL:0000448	white fat cell	PATO:0000051	morphology
OBA:VT0015011	white adipocyte size trait	CL:0000448	white fat cell	PATO:0000117	size
OBA:VT0015026	neuron quantity	CL:0000540	neuron	PATO:0000070	amount
OBA:VT0015035	auditory cortex morphology trait	UBERON:0001393	auditory cortex	PATO:0000051	morphology
OBA:VT0015039	body width	UBERON:0000468	multicellular organism	PATO:0000921	width
OBA:VT0015043	milk amount	UBERON:0001913	milk	PATO:0000918	volume
OBA:VT0015044	beak morphology trait	UBERON:0005094	beak	PATO:0000051	morphology
OBA:VT0015045	thoracic cavity morphology trait	UBERON:0002224	thoracic cavity	PATO:0000051	morphology
OBA:VT0015046	hippocampus neuron morphology trait	CL:0002608	hippocampal neuron	PATO:0000051	morphology
OBA:VT0015050	paravertebral ganglion morphology trait	UBERON:0001807	paravertebral ganglion	PATO:0000051	morphology
OBA:VT0015051	prevertebral ganglion morphology trait	UBERON:0003964	prevertebral ganglion	PATO:0000051	morphology
OBA:VT0015054	lumbar dorsal root ganglion morphology trait	UBERON:0002836	lumbar dorsal root ganglion	PATO:0000051	morphology
OBA:VT0015055	cloaca morphology trait	UBERON:0000162	cloaca	PATO:0000051	morphology
OBA:VT0015057	head physiology trait	UBERON:0000033	head	PATO:0001509	functionality
OBA:VT0015058	brain physiology trait	UBERON:0000955	brain	PATO:0001509	functionality
OBA:VT0015063	parasympathetic postganglionic fiber morphology trait	UBERON:0011929	postganglionic parasympathetic fiber	PATO:0000051	morphology
OBA:VT0015064	parasympathetic preganglionic fiber morphology trait	UBERON:0011930	preganglionic parasympathetic fiber	PATO:0000051	morphology
OBA:VT0015066	surface structure morphology trait	UBERON:0003102	surface structure	PATO:0000051	morphology
OBA:VT0015068	surface structure physiology trait	UBERON:0003102	surface structure	PATO:0001509	functionality
OBA:VT0015070	appendage physiology trait	UBERON:0000026	appendage	PATO:0001509	functionality
OBA:VT0015071	appendage morphology trait	UBERON:0000026	appendage	PATO:0000051	morphology
OBA:VT0015072	fin morphology trait	UBERON:0002534	paired fin	PATO:0000051	morphology
OBA:VT0015075	styloid process of temporal bone morphology trait	UBERON:0003960	styloid process of temporal bone	PATO:0000051	morphology
OBA:VT0015076	subarcuate fossa morphology trait	UBERON:0003995	subarcuate fossa	PATO:0000051	morphology
OBA:VT0015085	cerebellum vermis lobule morphology trait	UBERON:0004070	cerebellum vermis lobule	PATO:0000051	morphology
OBA:VT0015096	equilibrioception system morphology trait	UBERON:0004681	vestibular system	PATO:0000051	morphology
OBA:VT0015104	hippocampus pyramidal cell layer morphology trait	UBERON:0002313	hippocampus pyramidal layer	PATO:0000051	morphology
OBA:VT0015105	cerebrum morphology trait	UBERON:0001893	telencephalon	PATO:0000051	morphology
OBA:VT0015106	neocortex morphology trait	UBERON:0001950	neocortex	PATO:0000051	morphology
OBA:VT0015108	neurite morphology trait	GO:0043005	neuron projection	PATO:0000051	morphology
OBA:VT0015109	dendrite morphology trait	GO:0030425	dendrite	PATO:0000051	morphology
OBA:VT0015110	synapse morphology trait	GO:0045202	synapse	PATO:0000051	morphology
OBA:VT0100000	humerus size trait	UBERON:0000976	humerus	PATO:0000117	size
OBA:VT0100001	tibia size trait	UBERON:0000979	tibia	PATO:0000117	size
OBA:VT0100005	body size trait	UBERON:0000468	multicellular organism	PATO:0000117	size
OBA:VT0100012	kidney blood vessel physiology trait	UBERON:0003517	kidney blood vessel	PATO:0001509	functionality
OBA:VT0100016	circulatory system morphology trait	UBERON:0001009	circulatory system	PATO:0000051	morphology
OBA:VT0100017	circulatory system physiology trait	UBERON:0001009	circulatory system	PATO:0001509	functionality
OBA:VT0100019	integumentary system physiology trait	UBERON:0002416	integumental system	PATO:0001509	functionality
OBA:VT0100020	integumentary system morphology trait	UBERON:0002416	integumental system	PATO:0000051	morphology
